special_token_size	3
token_size	19870
singleton_size	4304
singleton_max_count	1
12432	"popular	1
12433	Science	1
12434	Located	1
12435	Austrian	1
12436	friction	1
12437	bred	1
12438	Yara	1
12439	IRA-CAM	1
12440	experiencing	1
12441	sitemeter	1
12442	envy	1
12443	hefty	1
12444	bulldozier	1
12445	sledgehammer	1
12446	definitions	1
12447	urge	2
12448	extends	1
12449	Vinny	1
12450	broad-based	1
12451	consensual	1
12452	insured	1
12453	Musab	1
12454	Seemingly	2
12455	deserted	2
12456	NTR	1
12457	reeling	2
12458	alliances	1
12459	mobility	1
12460	theoretical	1
12461	contender	1
12462	Die-hard	1
12463	M...@bushblack	1
12464	JINAN	1
12465	luncheon	1
12466	doolittle	1
12467	enclosed	2
12468	:)	1
12469	thermal	1
12470	scanner	1
12471	heartland	1
12472	reconnoiter	1
12473	pry	1
12474	anytime	1
12475	scant	1
12476	1993-97	1
12477	stint	1
12478	narcicists	1
12479	profligate	1
12480	:26	1
12481	Snafu	1
12482	10.46	1
12483	for-profit	2
12484	improvization	1
12485	arped	1
12486	vili-	1
12487	at-	1
12488	un-at-ease	1
12489	tanker	1
12490	barrel	1
12491	guerrillas	1
12492	high-risk	1
12493	excruciatingly	1
12494	contortionist	1
12495	truly0stunning	1
12496	paths	1
12497	waivered	1
12498	Page	1
12499	quotient	1
12500	reorganize	1
12501	strippers	1
12502	cashiers	1
12503	baggage	1
12504	post-Vioxx	1
12505	Meaner	1
12506	nonetheless	2
12507	Louisianna	1
12508	Akzo	1
12509	barge	1
12510	heirs	1
12511	orbital	1
12512	ROCK	1
12513	'N	1
12514	ROLL	1
12515	Fyi	1
12516	jump-start	1
12517	fainting	1
12518	wandering	1
12519	Tarifa	1
12520	windswept	1
12521	Turnovers	1
12522	coats	1
12523	OTL	1
12524	mere	1
12525	discouraged	1
12526	travelling	2
12527	LIKE	1
12528	clarion	1
12529	rang	1
12530	Pro-choice	1
12531	infused	1
12532	f-16	1
12533	Skeeter	1
12534	NAACP	1
12535	four-way	1
12536	Lincold	1
12537	Breckenridge	1
12538	Constitutional	1
12539	Hil	1
12540	FTC	1
12541	internekz	1
12542	cigarette	1
12543	compensate	2
12544	palatable	1
12545	synthesis	1
12546	moonwalk	1
12547	"crossfire	1
12548	weekends	1
12549	decommissioning	1
12550	203	1
12551	KARATS	1
12552	highs	1
12553	sapa-es-dk	1
12554	x-ray	1
12555	substances	1
12556	acknowledgment	1
12557	anarchy	2
12558	momentarily	1
12559	pigsties	1
12560	pigpens	1
12561	wallowing	1
12562	mud	1
12563	fringe	1
12564	Democart	1
12565	2Slick	1
12566	365	1
12567	Nassar	1
12568	Musawi	1
12569	schoolteacher	1
12570	dreaming	1
12571	machinations	1
12572	gambit	1
12573	seminar	1
12574	Moses	1
12575	crown	1
12576	tablets	1
12577	nitpicker	1
12578	nuissance	1
12579	Frieden	1
12580	td	1
12581	Savoring	1
12582	Rushes	1
12583	closes	1
12584	"managed	1
12585	converging	1
12586	borrows	1
12587	drafted	2
12588	specialized	1
12589	underscores	1
12590	2.05	1
12591	allocated	1
12592	indulge	1
12593	thoroughly	1
12594	_that_	1
12595	Notebooks	1
12596	Koran	2
12597	Glam	1
12598	Naturally	1
12599	hugh	1
12600	hefner	1
12601	dastardly	1
12602	severing	1
12603	jot	1
12604	10440	1
12605	patuxent	1
12606	Pkwy	1
12607	21044	1
12608	(tel	1
12609	410-740-5685	1
12610	Fax	2
12611	410-740-4300	1
12612	takedowns	1
12613	COPS	1
12614	stripped	1
12615	bare	1
12616	Working	1
12617	reprocessor	1
12618	"educate	1
12619	bureaucrats	1
12620	guts	1
12621	originate	1
12622	EF	1
12623	nod	2
12624	robins	1
12625	centrifuge	1
12626	enriching	1
12627	53	1
12628	syndicated	1
12629	hideaways	1
12630	garb	1
12631	Overseas	1
12632	"pro-choice	1
12633	"pro-abortion	1
12634	workplaces	1
12635	reinstated	1
12636	Down	1
12637	cockroaches	1
12638	filth	1
12639	fabrication	1
12640	TAB	1
12641	Hardly	1
12642	Barrell	1
12643	Crimson	1
12644	tide	1
12645	bitching	1
12646	jeeves	1
12647	POPs	1
12648	estimation	1
12649	BITs	1
12650	Salads	1
12651	Tonka	1
12652	dirt	1
12653	....well	1
12654	Erath	1
12655	movers	1
12656	backhoes	1
12657	tires	1
12658	prepositioned	1
12659	freighters	1
12660	trawlers	1
12661	Suv's	1
12662	sedans	1
12663	HAVING	1
12664	invoked	1
12665	relentlessly	1
12666	episodic	1
12667	pathology	1
12668	angle	1
12669	alufating	1
12670	decay	1
12671	"militant	1
12672	regiemes	1
12673	Isa	1
12674	gener-	1
12675	genuinely	1
12676	32-year	1
12677	Wade	1
12678	witnessing	1
12679	tolls	1
12680	Dulles	1
12681	Bull	1
12682	Trail	1
12683	76ers	1
12684	Vacant	1
12685	Coaching	1
12686	Job	2
12687	dooming	1
12688	candidacy	1
12689	Eddie	1
12690	Hi-	1
12691	Hatem	1
12692	F.	1
12693	exhortation	1
12694	circulating	1
12695	injunctions	1
12696	mushariff	1
12697	GALETTA	1
12698	intrepid	1
12699	communicated	1
12700	Anytime	1
12701	get-	1
12702	PolyU	1
12703	Outstanding	1
12704	Award	1
12705	alma	1
12706	mater	1
12707	disgusting	1
12708	conserve	1
12709	tors	1
12710	curators	1
12711	_+	1
12712	catapult	1
12713	|If	1
12714	disagrees	1
12715	_|70|_	1
12716	)=-RCB-	1
12717	Baldwin	1
12718	|am	1
12719	retract	1
12720	\	1
12721	...@panix.com|to	1
12722	Rawalpindi	1
12723	apologies	1
12724	assclowns	1
12725	goobers	1
12726	perpetuate	1
12727	punies	1
12728	subcontracts	1
12729	teetering	1
12730	razor	1
12731	2ND	1
12732	INAUGURAL	1
12733	2000-2003	1
12734	non-homebuilding	1
12735	gaming	2
12736	rode	1
12737	Period	1
12738	charming	1
12739	decrying	1
12740	hijack	1
12741	servicemen	1
12742	Regards	1
12743	Loomis	1
12744	immortal	1
12745	1954)	1
12746	Salon.com	1
12747	affording	1
12748	ye	1
12749	EMR	1
12750	imperfection	1
12751	injustice	2
12752	notify	1
12753	conversations	1
12754	Meiji	1
12755	emulate	1
12756	restated	2
12757	Approved	1
12758	1.6	1
12759	Hewart	1
12760	Peyton	1
12761	chargers	1
12762	thrilling	1
12763	steakhouses	1
12764	hectic	1
12765	overestimating	1
12766	'C-C+'	1
12767	(forget	1
12768	Sincerely	1
12769	BG	1
12770	whoev-	1
12771	transitions	1
12772	Rutherford	1
12773	N.J	1
12774	utter	1
12775	handguns	1
12776	religion-wise	1
12777	grammar	1
12778	Brandy	1
12779	chastain	1
12780	ripping	1
12781	Lara	1
12782	nerve-racking	1
12783	SPY	1
12784	HELP	1
12785	FREE	1
12786	PRIVATE	1
12787	JESSICA	1
12788	LYNCH	1
12789	upgraded	1
12790	malfunctions	1
12791	shuffle	1
12792	millennium	2
12793	reappearance	1
12794	albeit	1
12795	milder	1
12796	trans	2
12797	Alliance	2
12798	offended	2
12799	advertiser	1
12800	auguster	1
12801	atty	1
12802	Near	1
12803	Clintons	1
12804	"friends	1
12805	caring	1
12806	Pass	1
12807	Tums	1
12808	consuming	1
12809	ADD	1
12810	competition--	1
12811	Lion	2
12812	WEGMAN	1
12813	--and	1
12814	dissipating	1
12815	responsive	1
12816	semiconscious	1
12817	Imo	1
12818	shake	1
12819	travesty	1
12820	Amb	1
12821	Uh-oh	1
12822	indifferent	1
12823	rusty	1
12824	wack	1
12825	curse	2
12826	Harith	1
12827	Al-Dhari	1
12828	Focus	1
12829	Arm-twisting	1
12830	Biz	1
12831	Complete	1
12832	rollers	1
12833	transitting	1
12834	wholesale	1
12835	tighter	1
12836	excusing	1
12837	8.2	1
12838	blowback	1
12839	neatly-packed	1
12840	punk-ass	1
12841	hates	3
12842	d-c...@northwestern	1
12843	pickups	1
12844	deliveries	1
12845	precision	1
12846	accuracy	2
12847	bearing	1
12848	villages	1
12849	clarify	2
12850	NU	1
12851	structured	1
12852	Forensic	1
12853	specialists	2
12854	deadzones	1
12855	voided	1
12856	pitching	1
12857	Clemens	1
12858	dates	3
12859	(crash	1
12860	presentation	1
12861	slick	1
12862	diction	1
12863	punk	1
12864	boiler	1
12865	caller	1
12866	5-10	1
12867	unadulterated	1
12868	subcontract	1
12869	Fujio	1
12870	slashed	1
12871	31st	1
12872	submitting	1
12873	mentions	1
12874	"abortion	1
12875	marketed	1
12876	unf\*cked	1
12877	P\*ssy	1
12878	Joanna	1
12879	antidote	1
12880	kits	1
12881	hurried	1
12882	discarded	1
12883	embargoes	1
12884	heretical	1
12885	ears	1
12886	Stranger	1
12887	DEC	1
12888	headband	1
12889	Quranic	1
12890	olive-colored	1
12891	generic	1
12892	Awful	1
12893	ISLAMABAD	1
12894	tokens	1
12895	scroll	1
12896	spunk	1
12897	ANYWAYS	1
12898	versus	1
12899	equate	1
12900	SP500	1
12901	slot	1
12902	AARP	1
12903	voorhees	1
12904	stomping	1
12905	ill-established	1
12906	frank	1
12907	blaze	1
12908	wells	1
12909	flattering	1
12910	Often	1
12911	commonality	1
12912	11-5-18-18	1
12913	Goodfellas	1
12914	meets	2
12915	studi-esque	1
12916	Hu-	1
12917	ethnically	1
12918	Patty	1
12919	raft	2
12920	snitched	1
12921	adapt	1
12922	Rudi	1
12923	Bakhtiar	1
12924	Parade	1
12925	co-chair	1
12926	boil	1
12927	skiers	1
12928	affords	1
12929	commanding	1
12930	attaining	1
12931	harvest	1
12932	BUT	3
12933	coreys	1
12934	Jooirx	1
12935	Contractors	1
12936	contractor	1
12937	re-assign	1
12938	Manchuria	1
12939	hea	1
12940	deplete	1
12941	TYPO	1
12942	mastocytosis	1
12943	CEO\/Chair	1
12944	assign	1
12945	confidante	1
12946	protector	1
12947	apple	1
12948	binghamton	1
12949	Mat	1
12950	"get	1
12951	judgement	1
12952	correlation	1
12953	Worst	1
12954	Snad	1
12955	high-profile	1
12956	Kathy	1
12957	Gifford	1
12958	investigative	1
12959	factual	1
12960	INNUENDO	1
12961	CHAMBERLINS	1
12962	Chamberlin	1
12963	Herr	1
12964	Clerics	1
12965	hull	1
12966	361	1
12967	amateur	1
12968	PGA	1
12969	equation	1
12970	sleaze	1
12971	Hall	1
12972	Tahari	1
12973	Shad	1
12974	Tabussum	1
12975	Zahid	1
12976	Hussain	1
12977	paveen	1
12978	dose	1
12979	consolidation	1
12980	moderately	1
12981	Kat	1
12982	Koch	1
12983	Y-	1
12984	wrongs	1
12985	examine	2
12986	cubby	1
12987	pro-slavery	1
12988	Lecompton	1
12989	interpretation	1
12990	Dred	1
12991	exclude	1
12992	unfriendly	1
12993	politics.	1
12994	charities	6
12995	focal	1
12996	triple-digit	1
12997	137	1
12998	3m	1
12999	Caterpillar	1
13000	profound	1
13001	detachment	1
13002	1945	1
13003	1947	1
13004	cold-calling	1
13005	Farms	1
13006	manufactures	1
13007	Volvo	1
13008	outta	1
13009	....Keep	1
13010	Christ	1
13011	ingenuity	1
13012	half-hearted	1
13013	Kenosha	1
13014	Birthday	1
13015	noticeable	1
13016	\*more\*	1
13017	militarily	1
13018	corrupted	1
13019	circles	2
13020	Natalie	1
13021	Maines	1
13022	Pride	1
13023	Beckham	1
13024	mid-1990s	1
13025	deduced	1
13026	buck	1
13027	NEV-	1
13028	medicals	1
13029	cosmetic	1
13030	Max	2
13031	Factor	2
13032	Teotwawki	1
13033	Demanding	1
13034	Accountability	1
13035	outlining	2
13036	d'	1
13037	unaffected	1
13038	archaeologists	2
13039	coalitions	1
13040	slower	1
13041	IBM	1
13042	bus-mastering	1
13043	NICs	1
13044	Scsi	1
13045	1.92\/GPB.	1
13046	Officer	1
13047	mid-morning	1
13048	hypocrite	1
13049	destroyer	1
13050	Moves	1
13051	wills	1
13052	defunct	1
13053	succinct	1
13054	bizy	1
13055	minimization	1
13056	Project	1
13057	denuclearized	1
13058	Secret	1
13059	thirds	1
13060	observer	1
13061	'bitch	1
13062	slapping	1
13063	21:38:22	1
13064	coined	1
13065	Crack	1
13066	Cower	1
13067	Morgan	3
13068	Soccer	1
13069	skeleton	3
13070	MAYBE	1
13071	((T-	1
13072	a)	1
13073	Gil	1
13074	reprieve	1
13075	uniformly	1
13076	Coffee	1
13077	Cups	1
13078	dolls	1
13079	booby	1
13080	Based	1
13081	upcoming	5
13082	coordinate	1
13083	internationally	2
13084	unquestionable	1
13085	lenient	1
13086	wrist	1
13087	Seventeen	1
13088	antsy	1
13089	Talking	2
13090	"virtues	1
13091	restatements	1
13092	boggles	1
13093	tracks	1
13094	Accounting	1
13095	methodology	1
13096	docked	1
13097	Everett	1
13098	Petersburg	10
13099	Nebraska	1
13100	likelyhood	1
13101	proportion	1
13102	pretrial	1
13103	confession	1
13104	good-hearted	1
13105	Nova	1
13106	competitive	2
13107	Pathetic...	1
13108	yesterdays	1
13109	-cerned	1
13110	overpowered	1
13111	performers	1
13112	Abrasive	1
13113	parlor	1
13114	cute	1
13115	superpower	1
13116	rile	1
13117	proceeds	1
13118	deposited	1
13119	escrow	1
13120	duplication	1
13121	area--financial	1
13122	controls--where	1
13123	Dmbe	1
13124	spoken	3
13125	weasel	1
13126	Johnnie	1
13127	bright	1
13128	atroctious	1
13129	Shareholder	1
13130	mobbed	1
13131	CURSD	1
13132	docket	1
13133	document	4
13134	automatic	1
13135	rowdiness	1
13136	ic	1
13137	pathetic	1
13138	silly	1
13139	traces	1
13140	produces	1
13141	fissionable	1
13142	contaminates	1
13143	isotopes	1
13144	rabble	1
13145	rouser	1
13146	enhance	1
13147	Families	1
13148	exuberant	1
13149	Trix	1
13150	yogurt	1
13151	FA	1
13152	Shouts	1
13153	2,300	1
13154	Aldergrove	1
13155	bee	1
13156	(it	1
13157	Videos	1
13158	Broth	1
13159	taxing	1
13160	Manguba	1
13161	6,700-foot	1
13162	2,042-meter	1
13163	c-17s	1
13164	Predominantly	1
13165	Hispanics	1
13166	stank	1
13167	Started	1
13168	typed	1
13169	interrupt	1
13170	picnic	1
13171	340-pound	1
13172	ever-loving	1
13173	pain-filled	1
13174	teapot	1
13175	"prompt	1
13176	"hard-working	1
13177	"very	3
13178	G	2
13179	-esque	1
13180	Wars	1
13181	Universe	1
13182	portrays	1
13183	rife	3
13184	bloat	1
13185	bubble	1
13186	transit	1
13187	infin	1
13188	Cav	1
13189	gas-and-air	1
13190	clandestine-type	1
13191	Karma	1
13192	gods	1
13193	shovel	1
13194	vowel	1
13195	(trusts	1
13196	Fredricka	1
13197	Whitfield	1
13198	Caras	1
13199	counterterrorism	1
13200	volume	1
13201	Nicolay	1
13202	Hay	1
13203	slates	1
13204	Ach	1
13205	Solo	1
13206	Helping	1
13207	Hewlett-Packard	1
13208	transistor	1
13209	consortium	1
13210	terabyte	1
13211	Judging	1
13212	analyzing	1
13213	freshly	1
13214	Instructs	1
13215	Congresswoman	1
13216	maxine	1
13217	reassure	1
13218	pessimistic	1
13219	Otl	1
13220	deduct	1
13221	25,000	1
13222	Tech	1
13223	coached	1
13224	Fuad	1
13225	Bassem	1
13226	Takrouri	1
13227	lever	2
13228	hype	1
13229	((	1
13230	also...	1
13231	tutoring	1
13232	POWER	1
13233	sexier	1
13234	self-inflicted	1
13235	hydrant	1
13236	televised	1
13237	profiling	1
13238	Harrison	1
13239	Wal-Mart	1
13240	offsetting	1
13241	m-2	1
13242	Basic	1
13243	Fighting	2
13244	Vehicle	1
13245	massing	1
13246	ossified	1
13247	Holders	1
13248	manic	1
13249	riveted	1
13250	Maureen	1
13251	orth	1
13252	Investing	1
13253	recipe	1
13254	Candyioti	1
13255	attys	1
13256	inoperative	1
13257	Accountbility	1
13258	confluence	1
13259	non-consumption	1
13260	trample	1
13261	trailed	1
13262	9.5	1
13263	guidelines	1
13264	overshadowed	1
13265	bronze	1
13266	Statements	1
13267	hime	1
13268	pandemonium	1
13269	tremen-	1
13270	tremendously	1
13271	reigning	1
13272	broadly-defined	1
13273	competencies	1
13274	arenas	1
13275	spectacularly	1
13276	:\/\/webexhibits	1
13277	.org\/daylightsaving	1
13278	50,017.57	1
13279	1.60-$	1
13280	1.75	1
13281	MC	1
13282	instalanche	1
13283	morale	1
13284	Reading	1
13285	Paguia	1
13286	cautioned	2
13287	Legal	1
13288	sap	1
13289	sneaker	1
13290	rodent	1
13291	mortality	1
13292	1930	1
13293	CHICAGO	1
13294	Adis	1
13295	Aeid	1
13296	averages	1
13297	Bit	1
13298	Cooler	1
13299	Zero	1
13300	vpts	1
13301	pro-farming	1
13302	anti-crime	1
13303	separately	1
13304	112	1
13305	Kennels	1
13306	suitability	1
13307	heretic	1
13308	Gold.	1
13309	alligator	1
13310	Homely	1
13311	Emilio	1
13312	angst	1
13313	ridden	1
13314	stabilizer	1
13315	fins	1
13316	henchmen	1
13317	sorts.this	1
13318	re-enter	1
13319	Nunn	1
13320	chilly	1
13321	Moore	1
13322	ignorant	1
13323	interloper	1
13324	prompt	1
13325	alcahol	1
13326	duality	1
13327	governance	2
13328	seemingly	1
13329	-Has	1
13330	attrit	1
13331	universe	1
13332	two-session	1
13333	340	1
13334	executes	1
13335	Amazon.com	1
13336	Schenley	1
13337	Stray	1
13338	...@ma.rr.com	1
13339	militarily-wise	1
13340	reconstructing	1
13341	anchors	1
13342	weights	1
13343	blows	1
13344	discharged	1
13345	E-	1
13346	pretentious	1
13347	wired	1
13348	Sunny	1
13349	Mindel	1
13350	semi-autonomous	1
13351	splinter	2
13352	Qaida	1
13353	Ansar	1
13354	al-Islam	1
13355	Touching	1
13356	showpiece	1
13357	cou-,	1
13358	speeded	1
13359	LUXEMBOURG	1
13360	Playing	1
13361	escalate	1
13362	temper	1
13363	Ian	1
13364	Wisniewski	1
13365	painted	1
13366	McGuire	1
13367	Research	1
13368	Makai	1
13369	Tacoma	1
13370	ferreting	1
13371	unconstitutionally	1
13372	restrict	1
13373	dissenting	1
13374	Spears	1
13375	Guitar	1
13376	lizzie	1
13377	Reports.	1
13378	whistleblower	1
13379	strengthen	3
13380	fucked	1
13381	skulls	1
13382	strips	1
13383	dividend	1
13384	"unpack	1
13385	everything-and-stow	1
13386	thicker-than-usual	1
13387	improper	1
13388	individually	2
13389	healing	1
13390	Course	1
13391	f-15	1
13392	cashflow	1
13393	"opting	1
13394	Hulka	1
13395	progressive	1
13396	Sheff	1
13397	GIAMBIS	1
13398	uber	1
13399	implicitly	1
13400	Packet.doc'	1
13401	ignition	1
13402	accessories	1
13403	twenty-eight	1
13404	twenty-two	1
13405	bent	1
13406	gorging	1
13407	mitigated	1
13408	Montana	1
13409	go--	1
13410	far-	1
13411	candy	1
13412	philo-	1
13413	philosophy	1
13414	Mistakes	1
13415	GADS	1
13416	corpsmen	1
13417	flinching	1
13418	Nastase	1
13419	ex-prime	1
13420	illusory	1
13421	confirming	1
13422	Sooo	1
13423	stabilizing	1
13424	farewell	1
13425	wooded	1
13426	artistic	1
13427	Butch	1
13428	sandbags	1
13429	AC	1
13430	outpouring	1
13431	713-865-9600	1
13432	800-745-1997	1
13433	Isaac	1
13434	Asimov	1
13435	Reward-to-punishment-to-reward	1
13436	nostalgia	1
13437	ministries	2
13438	empty	2
13439	Wrong	1
13440	Moo-h	1
13441	nitrogen	1
13442	ofist	1
13443	co-exist	1
13444	attracting	2
13445	treever	1
13446	pen	1
13447	oppresses	1
13448	professionalism	1
13449	youthful	1
13450	vigor	1
13451	chandelier	1
13452	13,801.33	1
13453	'smart	1
13454	distinguish	1
13455	Fletcher	1
13456	Marcher	1
13457	state-sponsored	1
13458	Skeptics	1
13459	shrewd	1
13460	deflect	1
13461	Punishing	1
13462	static	1
13463	impervious	1
13464	redirection	1
13465	plunging	2
13466	"reform	1
13467	Sort	1
13468	daggers	1
13469	propose	1
13470	indexed	1
13471	Balls	1
13472	immune	1
13473	weakened	2
13474	TB	1
13475	opportunistic	1
13476	go-getters	1
13477	Legally	1
13478	spear	1
13479	maents	1
13480	appropriately	1
13481	Cor	1
13482	humanity	1
13483	narcicistic	1
13484	Shell	1
13485	implemented	2
13486	appliances	1
13487	motors	1
13488	internationalization	1
13489	O'Connor	1
13490	Modern	1
13491	888-616-3404	1
13492	Georege	1
13493	Tenet.	1
13494	Waxing	1
13495	dormer	1
13496	ballpark	1
13497	Regulators	1
13498	Buildings	1
13499	unencumbered	1
13500	50,017	1
13501	23,767	1
13502	Gilligan	1
13503	dpravity	1
13504	calcium	1
13505	RCL	1
13506	135,000	1
13507	shiny	1
13508	off...but	1
13509	productions	1
13510	E	1
13511	condone	1
13512	Columnist	1
13513	columnists\/bloggers	1
13514	fraudulent	2
13515	Heyward	1
13516	stupidest	1
13517	explore	1
13518	perversion	1
13519	Sin	1
13520	glamourized	1
13521	sitcoms	1
13522	soundly	1
13523	Carlin	1
13524	consolidated	1
13525	...when	1
13526	reprisals	1
13527	Surprising	1
13528	depicted	1
13529	wings	2
13530	quicked	1
13531	Fashion	1
13532	Ouch	1
13533	lamps	1
13534	abou-	1
13535	Papandreou	2
13536	holder	1
13537	director-general	1
13538	ElBaradei	3
13539	roost	2
13540	complexity	1
13541	choreographer	1
13542	Finding	1
13543	nuthouse	1
13544	groundswell	1
13545	cameras	1
13546	Shocked	1
13547	Awed	1
13548	Disgusted	1
13549	registrar	1
13550	roster	1
13551	UPA	1
13552	moot	2
13553	Joins	1
13554	rinks	1
13555	Doza	1
13556	only-	1
13557	Stupid	1
13558	flack	1
13559	(yeah	1
13560	Errol	1
13561	Cambodia	1
13562	historian	1
13563	Dowd	1
13564	700-plus	1
13565	comedy	1
13566	Chemotherapy	1
13567	Treatments	1
13568	robotic	1
13569	geologists	1
13570	cheating	1
13571	400.00	1
13572	Father	1
13573	governiks	1
13574	deleterious	1
13575	Gerrymandering	1
13576	lowest	1
13577	combinable	1
13578	Activities	1
13579	reimbursement	2
13580	locally-imposed	1
13581	aggregate	1
13582	950	1
13583	annually	1
13584	pro-abortion	1
13585	societal	1
13586	brainwashing	1
13587	Fairly	1
13588	Wd4WQiFzIix9QJjBx1YNVX2KX...@	1
13589	4ax.com	1
13590	b...@barrk	1
13591	dedication	1
13592	abundantly	1
13593	Pun	1
13594	weirder	1
13595	micro-	1
13596	downer	1
13597	pill	1
13598	"reality-based	1
13599	beacon	1
13600	wreaks	1
13601	havoc	1
13602	adoptions	1
13603	Angus	1
13604	half-assed	1
13605	experiment	1
13606	botulinum	1
13607	spors	1
13608	Bacillus	1
13609	untold	1
13610	Romanian	1
13611	conceive	1
13612	guilt	1
13613	Socially	1
13614	temptation	1
13615	shoning	1
13616	TV.	1
13617	appropriated	1
13618	Obo	1
13619	Ithaca	1
13620	exercised	1
13621	Faroy	1
13622	debating	1
13623	President-Elect	1
13624	postponements	1
13625	Due	1
13626	medications	1
13627	necessitated	1
13628	lbs	1
13629	,and	1
13630	illnesses	1
13631	modelled	1
13632	elegant	1
13633	Boutique	1
13634	Meteorite	1
13635	offend	1
13636	downhill	1
13637	uphill	2
13638	Schev	1
13639	alienate	1
13640	cats	1
13641	2-week	1
13642	Quote	1
13643	logically	1
13644	reluctance	2
13645	coherent	1
13646	resource-rich	1
13647	endemic	1
13648	octogenarian	1
13649	precipitous	1
13650	Unburden	1
13651	Yourself	1
13652	propulsion	1
13653	(oMa	1
13654	manufacture	2
13655	behal	1
13656	Companies	1
13657	underperform	1
13658	pollute	1
13659	Hiroshi	1
13660	Okuda	1
13661	unchanged	1
13662	Kristen	1
13663	Gelineau	1
13664	grids	1
13665	Amanda	1
13666	weakness	1
13667	Sz	1
13668	soup	1
13669	beated	1
13670	;-)	1
13671	Meserve	1
13672	bundle	1
13673	communicate	2
13674	gadgetry	1
13675	devote	1
13676	Narateor	1
13677	Destruction	1
13678	23,000	1
13679	Doha	1
13680	absolute	1
13681	.......cuz	1
13682	....to	1
13683	....................WW3	1
13684	wishful	1
13685	...hahhahah	1
13686	Bastogne	1
13687	batallion	1
13688	stashed	1
13689	judging	2
13690	intel	2
13691	oconeor	1
13692	authoritys	1
13693	major-	1
13694	Amendment	1
13695	pu-	1
13696	islands	1
13697	northeastern	2
13698	Liaoning	1
13699	Cataracts	1
13700	thanked	1
13701	sacrifices	1
13702	Glen	1
13703	'vey	1
13704	Neil	1
13705	Blumberg	1
13706	two-word	1
13707	translations	1
13708	forfeiture	1
